DOI,Title,Link,Year
10.1016/j.jnca.2025.104258,"Deep learning based XIoT malware analysis: A comprehensive survey, taxonomy, and research challenges",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009514185&doi=10.1016%2Fj.jnca.2025.104258&partnerID=40&md5=c93f588e87e1d194d70cc2c9cc1823a2,2025
10.1016/j.cose.2025.104570,A fast hardware Trojan detection method with parallel clustering for large-scale gate-level netlists,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008813846&doi=10.1016%2Fj.cose.2025.104570&partnerID=40&md5=9cff12d4358314b909bb3b46591556af,2025
10.1016/j.inffus.2025.103222,"CLDM-MMNNs: Cross-layer defense mechanisms through multi-modal neural networks fusion for end-to-end cybersecurity—Issues, challenges, and future directions",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003594726&doi=10.1016%2Fj.inffus.2025.103222&partnerID=40&md5=6dd8c1deda8274faa31c434246e40f04,2025
10.1016/j.knosys.2025.114032,Development of heuristic adapted serial-based deep learning for efficient adversarial malware detection framework in windows,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009483849&doi=10.1016%2Fj.knosys.2025.114032&partnerID=40&md5=f5ad9cdcff28661e7dd6d22f666d1e59,2025
10.1016/j.array.2025.100493,MalGEA: A malware analysis framework via matrix factorization based node embedding and graph external attention,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014018493&doi=10.1016%2Fj.array.2025.100493&partnerID=40&md5=2d1c777fecc929b1a34eae44865c693d,2025
10.1016/j.jisa.2025.104191,Towards a robust android malware detection model using explainable deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013666074&doi=10.1016%2Fj.jisa.2025.104191&partnerID=40&md5=700cee7e17ea7d4193673f8247f4e7a1,2025
10.1016/j.iot.2025.101728,The evolving threat landscape of botnets: Comprehensive analysis of detection techniques in the age of artificial intelligence,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013173895&doi=10.1016%2Fj.iot.2025.101728&partnerID=40&md5=43a26bb664a6cbafed44282d25a2aa0a,2025
10.1016/j.hcc.2025.100299,Reinforcement learning for an efficient and effective malware investigation during cyber incident response,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013118755&doi=10.1016%2Fj.hcc.2025.100299&partnerID=40&md5=58d1c505db668d1624d183ee6ab5136f,2025
10.1016/j.jisa.2025.104175,MDOB: Enhancing resilient and explainable AI-powered malware detection using feature set optimization and Mutual Deep＋Boosting Ensemble Inference,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012100356&doi=10.1016%2Fj.jisa.2025.104175&partnerID=40&md5=f953285377359e7ba63b76297fc13d8d,2025
10.1016/j.jisa.2025.104165,GHR-Optimizer: An ensemble-based feature selection approach for classifying android malware,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011592531&doi=10.1016%2Fj.jisa.2025.104165&partnerID=40&md5=78d1021595bc3492c61ef14d34ccaade,2025
10.1016/j.jisa.2025.104162,DroidTTP: Mapping android applications with TTP for Cyber Threat Intelligence,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010442557&doi=10.1016%2Fj.jisa.2025.104162&partnerID=40&md5=ef2c91c853bd9ca62feda41dce8e01d7,2025
10.1016/j.iswa.2025.200554,"On adversarial attack detection in the artificial intelligence era: Fundamentals, a taxonomy, and a review",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010018704&doi=10.1016%2Fj.iswa.2025.200554&partnerID=40&md5=49c7487f93410e33df7338c7ff555d37,2025
10.1016/j.jisa.2025.104145,"SDN-based solutions for malware analysis and detection: State-of-the-art, open issues and research challenges",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009513667&doi=10.1016%2Fj.jisa.2025.104145&partnerID=40&md5=7ce56daa47e5c4e602f88659849eaccf,2025
10.1016/j.jisa.2025.104078,GuardFS: A file system for integrated detection and mitigation of Linux-based ransomware,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008920071&doi=10.1016%2Fj.jisa.2025.104078&partnerID=40&md5=2e7b10d3bfce1ed4fe47f3bacf7883c4,2025
10.1016/j.comnet.2025.111415,Enhanced DGA botnet domain detection and family classification via n-gram analysis and Hellinger distance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008512584&doi=10.1016%2Fj.comnet.2025.111415&partnerID=40&md5=6362f36f7627e689cc1e9097a0e4cc94,2025
10.1016/j.eij.2025.100714,MalwareNet: an intelligent malware detection and classification using advanced extreme leaning machine in edge computing environment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008505883&doi=10.1016%2Fj.eij.2025.100714&partnerID=40&md5=0fc1045b93486cb08a2716ebf5ace2df,2025
10.1016/j.jisa.2025.104117,A cross-architecture malware detection approach based on intermediate representation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007914736&doi=10.1016%2Fj.jisa.2025.104117&partnerID=40&md5=60a1381e0dc8e417972cd8fcf0902992,2025
10.1016/j.ijcip.2025.100768,Using Kolmogorov–Arnold network for cyber–physical system security: A fast and efficient approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007598105&doi=10.1016%2Fj.ijcip.2025.100768&partnerID=40&md5=a965b05a83356e83cdfcf667c9efcf05,2025
10.1016/j.eswa.2025.128227,EPAD: Ethereum phishing scam detection via graph contrastive learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006661044&doi=10.1016%2Fj.eswa.2025.128227&partnerID=40&md5=85c28440c7cc9165d376acd5ba4914b8,2025
10.1016/j.eswa.2025.127888,Comprehensive benchmarking of knowledge graph embeddings methods for Android malware detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005861898&doi=10.1016%2Fj.eswa.2025.127888&partnerID=40&md5=ca5df7b3b4afb9d92c3720ead491f39b,2025
10.1016/j.cose.2025.104507,CNN-AutoMIC: Combining convolutional neural network and autoencoder to learn non-linear features for KNN-based malware image classification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005514117&doi=10.1016%2Fj.cose.2025.104507&partnerID=40&md5=ce9288d4a3d185f5ff31ddf6424aed63,2025
10.1016/j.cose.2025.104511,Decision tree based invariants for intrusion detection in industrial control system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005073951&doi=10.1016%2Fj.cose.2025.104511&partnerID=40&md5=700a803b31c7c1deb25b438f45c22d69,2025
10.1016/j.cose.2025.104509,Threat detection in reconfigurable Cyber–Physical Systems through Spatio-Temporal Anomaly Detection using graph attention network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004879150&doi=10.1016%2Fj.cose.2025.104509&partnerID=40&md5=d4c805a67299c6c9117e48488af5eb00,2025
10.1016/j.cose.2025.104528,Detecting Cybercrime in Online Video Gaming,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004556134&doi=10.1016%2Fj.cose.2025.104528&partnerID=40&md5=9d4a091c16a4375cb361126801ed8f05,2025
10.1016/j.bdr.2025.100555,Explainable malware detection through integrated graph reduction and learning techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013501760&doi=10.1016%2Fj.bdr.2025.100555&partnerID=40&md5=c1bf214143fc1302170e14f0121bab2c,2025
10.1016/j.asoc.2025.113338,Malware detection model based on stacking ensemble technique,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007597721&doi=10.1016%2Fj.asoc.2025.113338&partnerID=40&md5=380b2aef79c7dc9a0e7ae8419fcc9d88,2025
10.1016/j.cose.2025.104466,Updating Windows malware detectors: Balancing robustness and regression against adversarial EXEmples,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002811165&doi=10.1016%2Fj.cose.2025.104466&partnerID=40&md5=665811d9e1c70507b9007e3a92675471,2025
10.1016/j.cose.2025.104487,A malware traffic detection method based on Victim-Attacker interaction patterns,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002369318&doi=10.1016%2Fj.cose.2025.104487&partnerID=40&md5=4a29478fface0bada494b14c0375b11f,2025
10.1142/S0219622025500233,Enhancing the Security of E-Commerce Systems Against Various Types of Attacks Using Deep Learning Model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001015160&doi=10.1142%2FS0219622025500233&partnerID=40&md5=d9f51b585fbb11d7276818424aca7c7f,2025
10.1002/cpe.70146,GSR-C2N: Graph Feature Extracted Spar-Raven Optimized CNN Based Crypto Mining Framework,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007560029&doi=10.1002%2Fcpe.70146&partnerID=40&md5=9d4af29683f46f2697e2f2e86e79c111,2025
10.1016/j.knosys.2025.113855,A novel image based approach for mobile android malware detection and classification,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006662439&doi=10.1016%2Fj.knosys.2025.113855&partnerID=40&md5=3e0503b0a0a290674545f1d7d70d6c8c,2025
10.1016/j.engappai.2025.110524,A novel malware detection method based on audit logs and graph neural network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002029308&doi=10.1016%2Fj.engappai.2025.110524&partnerID=40&md5=3ea9bc3aeb82a0488962159939ea8d4e,2025
10.4018/979-8-3373-2115-8.ch003,AI-driven threat detection and incident response: Advancing cybersecurity with machine learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013188350&doi=10.4018%2F979-8-3373-2115-8.ch003&partnerID=40&md5=db7a495014999265b90edab48e2426be,2025
10.1016/j.fsidi.2025.301921,Uncovering linux desktop espionage,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011095898&doi=10.1016%2Fj.fsidi.2025.301921&partnerID=40&md5=2a77e3371bd430f4a1deef56bf984816,2025
10.1016/j.fsidi.2025.301922,"If at first you don't succeed, trie, trie again: Correcting TLSH scalability claims for large-dataset malware forensics",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011040404&doi=10.1016%2Fj.fsidi.2025.301922&partnerID=40&md5=c6f006de1f131141e7bf0936bfec1c7f,2025
10.1016/j.fsidi.2025.301924,Bridging knowledge gaps in digital forensics using unsupervised explainable AI,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010840593&doi=10.1016%2Fj.fsidi.2025.301924&partnerID=40&md5=ec9e37fe3be1602faa0986cc9cecabcd,2025
10.1002/itl2.70032,A Deep Learning Approach for Malware Detection in IoT Binaries Using Spatial and Temporal Patterns,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005658357&doi=10.1002%2Fitl2.70032&partnerID=40&md5=1b0d2e513a8e24f0676f5a70e117b7b6,2025
10.1016/j.jisa.2025.104076,"A comprehensive survey of automated Advanced Persistent Threat attribution: Taxonomy, methods, challenges and open research problems",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005392045&doi=10.1016%2Fj.jisa.2025.104076&partnerID=40&md5=36342e31fdab78e8956c5b37ac9d7444,2025
10.1016/j.vlsi.2025.102432,Hardware Trojan detection based on graph neural networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004935018&doi=10.1016%2Fj.vlsi.2025.102432&partnerID=40&md5=3f8d33ee92d1b6659c243c11f0ce2c01,2025
10.1016/j.array.2025.100391,STATOS: A portable tool for secure malware analysis and sample acquisition in low resource environments,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001833860&doi=10.1016%2Fj.array.2025.100391&partnerID=40&md5=31de7d12ba53b2ab331ad16d1f0ba5be,2025
10.1201/9781003546153,Advancements in cybersecurity: Next-generation systems and applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010780107&doi=10.1201%2F9781003546153&partnerID=40&md5=f8581ed04c8c3dfecdb801b2ecffaaa5,2025
10.1016/j.engappai.2025.110538,Blockchain data with Ransomware detection based on deep feed forward Maxout network,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000240259&doi=10.1016%2Fj.engappai.2025.110538&partnerID=40&md5=ee44960634b4660056cc138f1e9d5f94,2025
10.1016/j.engappai.2025.110299,Self-supervised contrastive representation learning for classifying Internet of Things malware,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000155976&doi=10.1016%2Fj.engappai.2025.110299&partnerID=40&md5=c083f79093c536f06ac1d9c358d4d0b1,2025
10.1016/j.engappai.2025.110292,Hybrid EfficientNet feed forward neural network for ransomware detection in blockchain,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000724758&doi=10.1016%2Fj.engappai.2025.110292&partnerID=40&md5=648f3c27dab8b16327f4639be5b6d240,2025
10.1016/j.eswa.2025.127183,OSEN-IoT: An optimized stack ensemble network with genetic algorithm for robust intrusion detection in heterogeneous IoT networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000544135&doi=10.1016%2Fj.eswa.2025.127183&partnerID=40&md5=4aedc7acaabec15858f9e302b855dac1,2025
10.1016/j.cose.2025.104397,APIARY: An API-based automatic rule generator for yara to enhance malware detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000145695&doi=10.1016%2Fj.cose.2025.104397&partnerID=40&md5=85b9e89c2557d65b8311a1611af01a2f,2025
10.1016/j.cose.2025.104390,ZipAST: Enhancing malicious JavaScript detection with sequence compression,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218933467&doi=10.1016%2Fj.cose.2025.104390&partnerID=40&md5=becbfb49f25d642b6b89682d57391055,2025
10.1016/j.jer.2024.04.008,Machine learning approach to detect android malware using feature-selection based on feature importance score,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191882328&doi=10.1016%2Fj.jer.2024.04.008&partnerID=40&md5=8256f0154b04972d3004263f43575752,2025
10.11959/j.issn.1000-436x.2025106,CPDGA: foresee future DGA using proactive conformal propagation; CPDGA：基于一致性传播的 DGA 域名主动检测算法,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009883911&doi=10.11959%2Fj.issn.1000-436x.2025106&partnerID=40&md5=c0ed5f84bb8f6db64f0d0c94183138d9,2025
10.3390/jcp5020032,Detection of Malicious Office Open Documents (OOXML) Using Large Language Models: A Static Analysis Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009277665&doi=10.3390%2Fjcp5020032&partnerID=40&md5=3ca9bc2bfb799a5f30da4648e8035c06,2025
10.1142/S0218194025500251,Identifying Android Malware Using Fine-Grained Path Information from HIN,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008501240&doi=10.1142%2FS0218194025500251&partnerID=40&md5=6d72718c7a23fdeb2749275dcb2d1fbf,2025
10.3390/app15116362,Balancing Efficiency and Efficacy: A Contextual Bandit-Driven Framework for Multi-Tier Cyber Threat Detection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007761919&doi=10.3390%2Fapp15116362&partnerID=40&md5=5a95f39bcc82f69ff09318d600aea051,2025
10.1016/j.dsm.2024.08.004,An explainable feature selection framework for web phishing detection with machine learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006471056&doi=10.1016%2Fj.dsm.2024.08.004&partnerID=40&md5=55328075052ab1950794103e29ce549a,2025
10.1016/j.iswa.2025.200529,"Disruptive attacks on artificial neural networks: A systematic review of attack techniques, detection methods, and protection strategies",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004656470&doi=10.1016%2Fj.iswa.2025.200529&partnerID=40&md5=85d32f2011e8098358d94b0b79cd7c42,2025
10.1016/j.jisa.2025.104062,Enhanced unknown Android Malware Detection using LG-PN: A local–global fusion approach in prototypical networks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003383216&doi=10.1016%2Fj.jisa.2025.104062&partnerID=40&md5=7f8672188efae09ad3008eba14f4d469,2025
10.1016/j.jisa.2025.104063,Through the static: Demystifying malware visualization via explainability,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003375902&doi=10.1016%2Fj.jisa.2025.104063&partnerID=40&md5=1a460a26e4014747b30d4b89f1edec29,2025
10.1016/j.neucom.2025.129646,UniASM: Binary code similarity detection without fine-tuning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217934248&doi=10.1016%2Fj.neucom.2025.129646&partnerID=40&md5=7745d1fa285e5c5ccb838ed2810a5e9d,2025
10.4018/979-8-3693-8034-5.ch019,Deep learning-based malware detection and classification using inception-ResNetv2 and DenseNet architectures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007266875&doi=10.4018%2F979-8-3693-8034-5.ch019&partnerID=40&md5=a4ad63608fbca1aba7472907e88a7c49,2025
10.4018/979-8-3373-3241-3.ch022,AI-powered digital forensics for industrial cyber incidents,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007281872&doi=10.4018%2F979-8-3373-3241-3.ch022&partnerID=40&md5=8f1f74a989a050cd4afe5215addf8319,2025
10.4018/979-8-3373-1270-5.ch007,Securing tomorrow: Cybersecurity and remote work trends,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010291331&doi=10.4018%2F979-8-3373-1270-5.ch007&partnerID=40&md5=e7eb2cd510e84e16b16f0f94f23d336a,2025
10.1016/j.jisa.2025.104017,A cost-effective solution leveraging public blockchain for massively sharing malware signatures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000670634&doi=10.1016%2Fj.jisa.2025.104017&partnerID=40&md5=e11af4ecd0808c9cb105c86be6e53d4d,2025
10.1016/j.jisa.2025.104009,MA_BiRAE - Malware analysis and detection technique using adversarial learning and deep learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218425961&doi=10.1016%2Fj.jisa.2025.104009&partnerID=40&md5=599fd427f10f750470ffe58b74056e8c,2025
10.1016/j.cose.2025.104379,MOSDroid: Obfuscation-resilient android malware detection using multisets of encoded opcode sequences,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218246044&doi=10.1016%2Fj.cose.2025.104379&partnerID=40&md5=1354ef12b00867c8e8bc9a6a0a9c00f6,2025
10.1016/j.cose.2025.104364,The silence of the phishers: Early-stage voice phishing detection with runtime permission requests,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217928190&doi=10.1016%2Fj.cose.2025.104364&partnerID=40&md5=b117fb73690934c384143b7dd0794602,2025
10.1016/j.infsof.2025.107683,BinOpLeR: Optimization level recovery from binaries based on rich semantic instruction image and weighted voting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217918028&doi=10.1016%2Fj.infsof.2025.107683&partnerID=40&md5=8a6e8720bf73620d6c1cb40f1d1c1c22,2025
10.1016/j.cose.2025.104361,M2FD: Mobile malware federated detection under concept drift,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217360361&doi=10.1016%2Fj.cose.2025.104361&partnerID=40&md5=86579438c390d237ebd5ea3dc1dea1ba,2025
10.1016/j.ipm.2024.104005,CLAVE: A deep learning model for source code authorship verification with contrastive learning and transformer encoders,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211127707&doi=10.1016%2Fj.ipm.2024.104005&partnerID=40&md5=af027bc7d505044bde634d22499e6b77,2025
10.58346/JISIS.2025.I2.055,An Efficient Malware Identification Model Using a GWO-Tuned CNN with Asynchronous Distributed Learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012461186&doi=10.58346%2FJISIS.2025.I2.055&partnerID=40&md5=721f7ae79fec1b9a618125cbdde9cc21,2025
10.3390/fi17050186,Using Machine Learning to Detect Vault (Anti-Forensic) Apps,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006446980&doi=10.3390%2Ffi17050186&partnerID=40&md5=c8d169ab317d28c2bf78436e4f604aa1,2025
10.3390/en18092262,Cybersecurity Challenges in PV-Hydrogen Transport Networks: Leveraging Recursive Neural Networks for Resilient Operation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004851970&doi=10.3390%2Fen18092262&partnerID=40&md5=a7d7a310de8c902deff05881c7752b90,2025
10.1016/j.jii.2025.100846,Hybrid deep learning based threat intelligence framework for Industrial IoT systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002841116&doi=10.1016%2Fj.jii.2025.100846&partnerID=40&md5=09b7fd25cab93ca744d1639b66ce96c0,2025
10.1201/9781003606659-34,An essential hybrid model for developing fuzzy rules in a specific malware identification and detection system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218482500&doi=10.1201%2F9781003606659-34&partnerID=40&md5=3c6160a84189db1d48d4b51469dcb2ef,2025
10.1201/9781003606659-38,A secured and safer digital malware classification using an enhanced and efficient deep learning-based approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218481552&doi=10.1201%2F9781003606659-38&partnerID=40&md5=7158217c96a051cad091aef147caa08e,2025
10.4018/979-8-3373-0340-6.ch015,Cruising Artificial Intelligence (AI) cutting-edge privacy protection and data security in metaverse and cloud computing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005384493&doi=10.4018%2F979-8-3373-0340-6.ch015&partnerID=40&md5=dc29d580fa631719022545a84ff6b42e,2025
