Title,DOI,Link
A Review of Android Malware Detection Approaches Based on Machine Learning,10.1109/ACCESS.2020.3006143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088698117&doi=10.1109%2FACCESS.2020.3006143&partnerID=40&md5=539652169cdcee94f9bc64cc8a8ae04f
Sec2graph: Network Attack Detection Based on Novelty Detection on Graph Structured Data,10.1007/978-3-030-52683-2_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088514081&doi=10.1007%2F978-3-030-52683-2_12&partnerID=40&md5=7725d681de4435dfc9343f98c06601a8
Automated CPE Labeling of CVE Summaries with Machine Learning,10.1007/978-3-030-52683-2_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088508164&doi=10.1007%2F978-3-030-52683-2_1&partnerID=40&md5=4db333467350c47ab21351d2bda9e5fe
"Science and Information Conference, SAI 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088498581&partnerID=40&md5=f71ce7e066394a332743bb30cb2eb72b
LightGBM Algorithm for Malware Detection,10.1007/978-3-030-52243-8_28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088496853&doi=10.1007%2F978-3-030-52243-8_28&partnerID=40&md5=dd1fa327087b8c0abc8136c71f35e0fc
Spyware detection technique based on reinforcement learning,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088410476&partnerID=40&md5=a0f71152e9a28df0f642623f7f1735b2
Detection of malware applications using social spider algorithm in mobile cloud computing environment,10.1504/IJAHUC.2020.108424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088378608&doi=10.1504%2FIJAHUC.2020.108424&partnerID=40&md5=cdaef8fbce67594319caf90c6f8716c8
Android application security: Detecting Android malware and evaluating anti-malware software,10.1504/IJITST.2020.108142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088258650&doi=10.1504%2FIJITST.2020.108142&partnerID=40&md5=0c820c45dffb7156e5cfdc2923a59571
Effective feature selection based on manova,10.1504/IJITST.2020.108133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088258524&doi=10.1504%2FIJITST.2020.108133&partnerID=40&md5=60e7fba764ea64a929d8cfded0b899fb
Malicious domain detection based on k-means and smote,10.1007/978-3-030-50417-5_35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088212456&doi=10.1007%2F978-3-030-50417-5_35&partnerID=40&md5=387c7c677c704cef1e128584f6458496
A Large-Scale Investigation to Identify the Pattern of App Component in Obfuscated Android Malwares,10.1007/978-981-15-6318-8_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088210364&doi=10.1007%2F978-981-15-6318-8_42&partnerID=40&md5=bacdd8311bbb6ec650b1f64b23179830
A Digital DNA Sequencing Engine for Ransomware Detection Using Machine Learning,10.1109/ACCESS.2020.3003785,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088146920&doi=10.1109%2FACCESS.2020.3003785&partnerID=40&md5=2ae446ee6c0c6b55ec66f0f75f581138
Optimizing android malware detection via ensemble learning,10.3991/ijim.v14i09.11548,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088104242&doi=10.3991%2Fijim.v14i09.11548&partnerID=40&md5=f3f9f4b4a2cd761fae58be6f75d18e90
A Lightweight Cross-Version Binary Code Similarity Detection Based on Similarity and Correlation Coefficient Features,10.1109/ACCESS.2020.3004813,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088090892&doi=10.1109%2FACCESS.2020.3004813&partnerID=40&md5=b80bb4f17897a661c506e6c760b9153a
Program profiling based on Markov models and em emanations,10.1117/12.2560808,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087832150&doi=10.1117%2F12.2560808&partnerID=40&md5=20141a829decec301727cb1d7f0fe721
A novel clustering technique using backscattering side channel for counterfeit IC detection,10.1117/12.2561172,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087829957&doi=10.1117%2F12.2561172&partnerID=40&md5=fc37a927586835ec6c4f072e7112cdda
A review on honeypot-based botnet detection models for smart factory,10.14569/IJACSA.2020.0110654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087814839&doi=10.14569%2FIJACSA.2020.0110654&partnerID=40&md5=d23e32944d6f5a0a51d335100d8aa00a
Evasion Is Not Enough: A Case Study of Android Malware,10.1007/978-3-030-49785-9_11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087785958&doi=10.1007%2F978-3-030-49785-9_11&partnerID=40&md5=b055b4981582068b070a59c878830512
Robust Malicious Domain Detection,10.1007/978-3-030-49785-9_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087775961&doi=10.1007%2F978-3-030-49785-9_4&partnerID=40&md5=eb5747a5a4d17fc13cbaefe3f7a85be9
"4th International Symposium on Cyber Security Cryptography and Machine Learning, CSCML 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087759135&partnerID=40&md5=646509d22b46aee03fc2e74c6c79f00f
On the automated assessment of open-source cyber threat intelligence sources,10.1007/978-3-030-50417-5_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087621436&doi=10.1007%2F978-3-030-50417-5_34&partnerID=40&md5=363ca687c6cdc4c1404d927f3ce432b0
AndroVul: A repository for android security vulnerabilities,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087400125&partnerID=40&md5=7f31ae39214fa1d28c68a36c827bd3ad
Featureless Discovery of Correlated and False Intrusion Alerts,10.1109/ACCESS.2020.3001374,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087390007&doi=10.1109%2FACCESS.2020.3001374&partnerID=40&md5=0cab665aaaa74b97ae80b8227fa57259
Ringer: Systematic mining of malicious domains by dynamic graph convolutional network,10.1007/978-3-030-50420-5_28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087278395&doi=10.1007%2F978-3-030-50420-5_28&partnerID=40&md5=0582155563483726655850b56b04e28d
Feature selection and performance improvement of malware detection system using cuckoo search optimization and rough sets,10.14569/IJACSA.2020.0110587,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087124528&doi=10.14569%2FIJACSA.2020.0110587&partnerID=40&md5=e2458da647600242c51377f5d1f80f27
Phishing website classification and detection using machine learning,10.1109/ICCCI48352.2020.9104161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087089086&doi=10.1109%2FICCCI48352.2020.9104161&partnerID=40&md5=ee9d9188c3aaf4f1fc90de3c0bc43f7c
Voting-based ensemble of unsupervised outlier detectors,10.1007/978-981-15-3992-3_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087036315&doi=10.1007%2F978-981-15-3992-3_42&partnerID=40&md5=3ce8f63e7ac54acc0dcc048ea5d65516
Improving detection accuracy for malicious javascript using gan,10.1007/978-3-030-50578-3_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087006518&doi=10.1007%2F978-3-030-50578-3_12&partnerID=40&md5=cc248b2516ebed004477ad71da40d4ab
MSIC: Malware Spectrogram Image Classification,10.1109/ACCESS.2020.2999320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086743880&doi=10.1109%2FACCESS.2020.2999320&partnerID=40&md5=93e700e777ba888f31d4bd7e5bc606ae
A preliminary investigation into automatically evolving computer viruses using evolutionary algorithms,10.3233/JIFS-179732,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086710733&doi=10.3233%2FJIFS-179732&partnerID=40&md5=8332a57aa914d36a146a52b86757d8b8
A Graph-Based Feature Generation Approach in Android Malware Detection with Machine Learning Techniques,10.1155/2020/3842094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086641761&doi=10.1155%2F2020%2F3842094&partnerID=40&md5=99663d5c8c85f26bf1ac39fd86e2f641
"Malicious Domain Detection Using Machine Learning on Domain Name Features, Host-Based Features and Web-Based Features",10.1016/j.procs.2020.04.071,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086641165&doi=10.1016%2Fj.procs.2020.04.071&partnerID=40&md5=e9e9e4bdde2ea6c45b3f71dca4ea75fe
An Ensemble Approach for Algorithmically Generated Domain Name Detection Using Statistical and Lexical Analysis,10.1016/j.procs.2020.04.121,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086630557&doi=10.1016%2Fj.procs.2020.04.121&partnerID=40&md5=08733b4749c0f543b93b57f806a6a8bc
Evaluation of N-Gram Based Multi-Layer Approach to Detect Malware in Android,10.1016/j.procs.2020.04.115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086629795&doi=10.1016%2Fj.procs.2020.04.115&partnerID=40&md5=094a5d413f1ba2fb0114a0028b4c9567
Learning a neural-network-based representation for open set recognition,10.1137/1.9781611976236.18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086441055&doi=10.1137%2F1.9781611976236.18&partnerID=40&md5=68d6edde2b69f0bc251b1b7725d2f736
DroidAutoML: A Microservice Architecture to Automate the Evaluation of Android Machine Learning Detection Systems,10.1007/978-3-030-50323-9_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086247904&doi=10.1007%2F978-3-030-50323-9_10&partnerID=40&md5=e661c906829be422a1d44ec0cfbff55b
Android Malware Detection via (Somewhat) Robust Irreversible Feature Transformations,10.1109/TIFS.2020.2975932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086164133&doi=10.1109%2FTIFS.2020.2975932&partnerID=40&md5=6999c1f6ad425b2adc48c6d6919cb415
Deep Learning Meets Malware Detection: An Investigation,10.1007/978-3-030-35642-2_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086120486&doi=10.1007%2F978-3-030-35642-2_7&partnerID=40&md5=68e3429fc024b5607aaf18f7e0f09df3
Evolving the Architecture and Hyperparameters of DNNs for Malware Detection,10.1007/978-981-15-3685-4_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086120136&doi=10.1007%2F978-981-15-3685-4_13&partnerID=40&md5=de05ac55d5af07023adcdfde5cbee696
Domain-oriented topic discovery based on features extraction and topic clustering,10.1109/ACCESS.2020.2994516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085966620&doi=10.1109%2FACCESS.2020.2994516&partnerID=40&md5=3b0ae9fbb8200f04f123efd6e9eaf6cd
"24th Pacific-Asia Conference on Knowledge Discovery and Data Mining, PAKDD 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085769776&partnerID=40&md5=540a6be95ecce33ff8a85409e2919dd5
"17th International Conference on Information Technology: New Generations, ITNG 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085754710&partnerID=40&md5=defe14f8fb7adf73137fd92ff9b1c439
An Evaluation of One-Class Feature Selection and Classification for Zero-Day Android Malware Detection,10.1007/978-3-030-43020-7_15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085737675&doi=10.1007%2F978-3-030-43020-7_15&partnerID=40&md5=3f54bb71140adbc40322d6162eecdc0e
Source Code Authorship Identification Using Tokenization and Boosting Algorithms,10.1007/978-3-030-46895-8_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085735839&doi=10.1007%2F978-3-030-46895-8_23&partnerID=40&md5=7f303106c52d40110e9b52d06f81d0cd
Intelli-Dynamic Malware Detection Based on Processor Behaviors,10.1007/978-3-030-43020-7_16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085731402&doi=10.1007%2F978-3-030-43020-7_16&partnerID=40&md5=ffe78074996a44ee52ceedc1f5711a9e
Empirical study on intelligent android malware detection based on supervised machine learning,10.14569/IJACSA.2020.0110429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085569027&doi=10.14569%2FIJACSA.2020.0110429&partnerID=40&md5=332b88ea35ed50390163b12ebe055104
A Better Infected Hosts Detection Combining Ensemble Learning and Threat Intelligence,10.1007/978-3-030-48325-8_23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085524387&doi=10.1007%2F978-3-030-48325-8_23&partnerID=40&md5=b9182dde7992b067dd607c50a04567de
Multi-layer model and training method for information-extreme malware traffic detector,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085497161&partnerID=40&md5=28c8faf1284888a0731b4f69128ce7c1
RoLMA: A Practical Adversarial Attack Against Deep Learning-Based LPR Systems,10.1007/978-3-030-42921-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085243505&doi=10.1007%2F978-3-030-42921-8_6&partnerID=40&md5=593a9eac9a3b287022ff06851d2085f9
Attack vectors and advanced persistent threats,10.1007/978-3-030-35746-7_13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085210271&doi=10.1007%2F978-3-030-35746-7_13&partnerID=40&md5=c93a8ea297680345dc236040d2f6ecde
Artificial neural network and partial pattern recognition to detect malware,10.1007/978-981-15-3125-5_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085197475&doi=10.1007%2F978-981-15-3125-5_1&partnerID=40&md5=1242a9dcb53d17f70f3a09aa45ff9fd3
Analysis of malware communities using multi-modal features,10.1109/ACCESS.2020.2989689,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084861995&doi=10.1109%2FACCESS.2020.2989689&partnerID=40&md5=2242fc117488cfb603be43f41409d65a
Hardware trojan detection using controlled circuit aging,10.1109/ACCESS.2020.2989735,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084860398&doi=10.1109%2FACCESS.2020.2989735&partnerID=40&md5=e8a80258b440ec05a438062d272c1500
Detection and Analysis of Drive-by Downloads and Malicious Websites,10.1007/978-981-15-4825-3_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084838521&doi=10.1007%2F978-981-15-4825-3_6&partnerID=40&md5=11f656153120f011c12d1743e3a4aeb1
Comparative analysis of low-dimensional features and tree-based ensembles for malware detection systems,10.1109/ACCESS.2020.2986014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084835741&doi=10.1109%2FACCESS.2020.2986014&partnerID=40&md5=59eb0c4b1a11e1d7edd5fbfd2ef5458e
Automatic Generation of Adversarial Metamorphic Malware Using MAP-Elites,10.1007/978-3-030-43722-0_8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084729970&doi=10.1007%2F978-3-030-43722-0_8&partnerID=40&md5=4a417cecdcc0e1bb4a5b7623b7f2c754
Combat Mobile Evasive Malware via Skip-Gram-Based Malware Detection,10.1155/2020/6726147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084428132&doi=10.1155%2F2020%2F6726147&partnerID=40&md5=fa26d3d3aa681f2802aeda2c70f6eda0
Performance comparison of random forest classifier and convolution neural network in predicting heart diseases,10.1007/978-981-15-1480-7_59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083986065&doi=10.1007%2F978-981-15-1480-7_59&partnerID=40&md5=ac7548b45316366ed0123c9074c80297
A machine learning technique to detect behavior based malware,10.1109/Confluence47617.2020.9058173,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083963900&doi=10.1109%2FConfluence47617.2020.9058173&partnerID=40&md5=d0d0790797f0416ccfeb7ec87a8046dc
Interpreting Machine Learning Malware Detectors Which Leverage N-gram Analysis,10.1007/978-3-030-45371-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083963708&doi=10.1007%2F978-3-030-45371-8_6&partnerID=40&md5=06f397e3fa7d0ef6bef419498644d5e7
"34th International Conference on Advanced Information Networking and Applications, AINA 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083726440&partnerID=40&md5=2da0c9779cea9153af1ae21070cf8765
Vision-Based malware detection and classification using lightweight deep learning paradigm,10.1007/978-981-15-4018-9_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083723934&doi=10.1007%2F978-981-15-4018-9_6&partnerID=40&md5=c67f00d33afaeac1ca3f9188dba846f5
A Review on Security Attacks and Protective Strategies of Machine Learning,10.1007/978-3-030-32150-5_109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083659039&doi=10.1007%2F978-3-030-32150-5_109&partnerID=40&md5=5eb312b5d247b4c034ed1f0679ace4be
Classification of Malicious Domains by Their LIFETIME,10.1007/978-3-030-39746-3_35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083458580&doi=10.1007%2F978-3-030-39746-3_35&partnerID=40&md5=9dbaf50a5dd8af5e67f9c99443bcce1d
Static Signature-Based Malware Detection Using Opcode and Binary Information,10.1007/978-3-030-37309-2_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083458484&doi=10.1007%2F978-3-030-37309-2_3&partnerID=40&md5=3ff2203e5839673044a52cf638e09dd9
Statistical Learning Applied to Malware Detection,10.1007/978-3-030-36178-5_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083458422&doi=10.1007%2F978-3-030-36178-5_22&partnerID=40&md5=3db6237fc1cbd254f0f9bef7c5fd3bc5
A reliable method for detection of compromised controller in software defined networks,10.1007/978-3-030-38040-3_63,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083441087&doi=10.1007%2F978-3-030-38040-3_63&partnerID=40&md5=0e6a19c64432005c7a56e956589e28a4
A survey on different approaches for malware detection using machine learning techniques,10.1007/978-3-030-34515-0_42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083427099&doi=10.1007%2F978-3-030-34515-0_42&partnerID=40&md5=8b8c511ca638ed6c4c1f78cc9186a7cc
IoT -based adversarial attack's effect on cloud data platform services in a smart building context,10.34190/ICCWS.20.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083392514&doi=10.34190%2FICCWS.20.041&partnerID=40&md5=0ee6ea1b693005f43b4310fba2a57663
A Deep Learning Approach to Image-Based Malware Analysis,10.1007/978-981-15-2414-1_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083309107&doi=10.1007%2F978-981-15-2414-1_33&partnerID=40&md5=02c8992ccaa28f8b1907844cad3f4626
Exploring permissions in android applications using ensemble-based extra tree feature selection,10.11591/ijeecs.v19.i1.pp543-552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083089518&doi=10.11591%2Fijeecs.v19.i1.pp543-552&partnerID=40&md5=932cef2abfee2fc45b1e81c04b214e59
A proposed Crypto-Ransomware Early Detection(CRED) Model using an Integrated Deep Learning and Vector Space Model Approach,10.1109/CCWC47524.2020.9031182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083079287&doi=10.1109%2FCCWC47524.2020.9031182&partnerID=40&md5=1db0ef8e980880c29be2230091296029
Analyzing Variation among IoT Botnets Using Medium Interaction Honeypots,10.1109/CCWC47524.2020.9031234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083072475&doi=10.1109%2FCCWC47524.2020.9031234&partnerID=40&md5=5d707db2dca0ce6f569da76b1a1514db
Distance metric learning using particle swarm optimization to improve static malware detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083028347&partnerID=40&md5=7cd03caaa082fae9615a143fce23c115
Comparing machine learning techniques for malware detection,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083027664&partnerID=40&md5=21fdae91c5ea830c83543567f7a508cf
Evaluation to classify ransomware variants based on correlations between APIs,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083024404&partnerID=40&md5=209ad264089b9a2afb7246fcc2525255
Leopard: Understanding the Threat of Blockchain Domain Name Based Malware,10.1007/978-3-030-44081-7_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082984382&doi=10.1007%2F978-3-030-44081-7_4&partnerID=40&md5=82c81203274dd3b504ae807624712fe2
Computer Network Information Security Protection Strategy Based on Clustering Algorithms,10.1007/978-3-030-43306-2_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082983325&doi=10.1007%2F978-3-030-43306-2_1&partnerID=40&md5=bc2a72958dc9d921aea73f3b667aa1f0
Botnet detection based on DNS traffic similarity,10.1504/IJAIP.2020.106030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082770159&doi=10.1504%2FIJAIP.2020.106030&partnerID=40&md5=e72ad447c5778d111001135bf988bf86
Mal2d: 2d based deep learning model for malware detection using black and white binary image,10.1587/transinf.2019EDL8146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082761867&doi=10.1587%2Ftransinf.2019EDL8146&partnerID=40&md5=d4bb957d24f2b114213d4887c2bf7849
Identifying parasitic malware as outliers by code clustering,10.3233/JCS-191313,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082399817&doi=10.3233%2FJCS-191313&partnerID=40&md5=81a2b07d3809ea925a6251505a7fbca7
Risk Assessment Scheme for Mobile Applications Based on Tree Boosting,10.1109/ACCESS.2020.2979477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082296476&doi=10.1109%2FACCESS.2020.2979477&partnerID=40&md5=b0dc04ec3958a8f33df6ee2de5142132
CardiWall: A trusted firewall for the detection of malicious clinical programming of cardiac implantable electronic devices,10.1109/ACCESS.2020.2978631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082174350&doi=10.1109%2FACCESS.2020.2978631&partnerID=40&md5=de7859ff92d4359575749842de8ad233
Machine Learning Concept Drift based Approach for Malicious Website Detection,10.1109/COMSNETS48256.2020.9027485,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082172128&doi=10.1109%2FCOMSNETS48256.2020.9027485&partnerID=40&md5=958cc6c7c697398c94feabdb789a8ac0
An Effective Machine Learning-Based File Malware Detection—A Survey,10.1007/978-981-15-2612-1_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082137681&doi=10.1007%2F978-981-15-2612-1_34&partnerID=40&md5=a96b025e0cc334206b81aa8c616dc4d6
A Behavior-Based Method for Distinguishing the Type of C&C Channel,10.1007/978-3-030-38991-8_41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082131781&doi=10.1007%2F978-3-030-38991-8_41&partnerID=40&md5=2c008d3248050a527246bb04a4efd52f
RaNetMalDozer: A Novel NN-Based Model for Android Malware Detection Over Task Kernel Structures,10.1007/978-3-030-38991-8_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082114281&doi=10.1007%2F978-3-030-38991-8_33&partnerID=40&md5=532039cb6a9e4612e8c3d342e17f95fd
Exploring Function Call Graph Vectorization and File Statistical Features in Malicious PE File Classification,10.1109/ACCESS.2020.2978335,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082067841&doi=10.1109%2FACCESS.2020.2978335&partnerID=40&md5=df88d0426af670b886f286e1d9010f42
Android malware detection scheme based on level of SSL server certificate,10.1587/transinf.2019EDP7119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081789890&doi=10.1587%2Ftransinf.2019EDP7119&partnerID=40&md5=10d4e111556a6a10fa07b6068657234d
ByteDroid: Android Malware Detection Using Deep Learning on Bytecode Sequences,10.1007/978-981-15-3418-8_12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081613384&doi=10.1007%2F978-981-15-3418-8_12&partnerID=40&md5=6eb84381b493a6b27f01a7ac31a2e19c
"Future of Information and Communication Conference, FICC 2020",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081605024&partnerID=40&md5=895ef46bcbfb534e63a9e617b7679eb4
An Adaptive Security Architecture for Detecting Ransomware Attack Using Open Source Software,10.1007/978-3-030-39445-5_45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081580331&doi=10.1007%2F978-3-030-39445-5_45&partnerID=40&md5=bba06ae98722e8da8f59c8928b4f9732
Adversarial Machine Learning Applied to Intrusion and Malware Scenarios: A Systematic Review,10.1109/ACCESS.2020.2974752,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081577747&doi=10.1109%2FACCESS.2020.2974752&partnerID=40&md5=ed652ef6b5eedb5181a02551291b4fee
Android Malware Detection in Large Dataset: Smart Approach,10.1007/978-3-030-39445-5_58,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081572191&doi=10.1007%2F978-3-030-39445-5_58&partnerID=40&md5=bc73b499446689ed207ad69ca36f2772
Adversarial examples for hardware-trojan detection at gate-level netlists,10.1007/978-3-030-42048-2_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081542853&doi=10.1007%2F978-3-030-42048-2_22&partnerID=40&md5=b896d9aaae41ef3161dd13211df91907
Improvement of Malware Classification Using Hybrid Feature Engineering,10.1007/s42979-019-0017-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081270053&doi=10.1007%2Fs42979-019-0017-9&partnerID=40&md5=47f99c1f823444713916f48a10e4fcc5
Prototype-Based Malware Traffic Classification with Novelty Detection,10.1007/978-3-030-41579-2_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081180760&doi=10.1007%2F978-3-030-41579-2_1&partnerID=40&md5=6af0581c84c6a38ff86d9b2212a7ec98
Using a Subtractive Center Behavioral Model to Detect Malware,10.1155/2020/7501894,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081155451&doi=10.1155%2F2020%2F7501894&partnerID=40&md5=1c3080ba222ff14b0437e93f1d448b0e
The Image Game: Exploit Kit Detection Based on Recursive Convolutional Neural Networks,10.1109/ACCESS.2020.2967746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081112971&doi=10.1109%2FACCESS.2020.2967746&partnerID=40&md5=f64f6f6d1984d66edec5df38f7747603
MalJPEG: Machine Learning Based Solution for the Detection of Malicious JPEG Images,10.1109/ACCESS.2020.2969022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081110037&doi=10.1109%2FACCESS.2020.2969022&partnerID=40&md5=34b1cfd39765d16af19b980dd2eeba63
A neural network-based approach for cryptographic function detection in Malware,10.1109/ACCESS.2020.2966860,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081086097&doi=10.1109%2FACCESS.2020.2966860&partnerID=40&md5=469b6497702326fbdfba3868be04ca83
Incremental Learning for Malware Classification in Small Datasets,10.1155/2020/6309243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080989601&doi=10.1155%2F2020%2F6309243&partnerID=40&md5=080da651e274e345152fc344fc7f6a5f
Towards the Efficient Use of Dynamic Call Graph Generators of Node.js Applications,10.1007/978-3-030-40223-5_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080948569&doi=10.1007%2F978-3-030-40223-5_14&partnerID=40&md5=1308ebf7a849909bc11dcfecbd03b7a8
Binary Analysis Overview,10.1007/978-3-030-34238-8_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080942658&doi=10.1007%2F978-3-030-34238-8_2&partnerID=40&md5=cb9714923d058656ec521afe991cabc3
Compiler Provenance Attribution,10.1007/978-3-030-34238-8_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080922972&doi=10.1007%2F978-3-030-34238-8_3&partnerID=40&md5=2e394ab51d5f1b063cabe740cf40cc35
Authorship Attribution,10.1007/978-3-030-34238-8_9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080898175&doi=10.1007%2F978-3-030-34238-8_9&partnerID=40&md5=b1f01357a4a27d9337f8a57a01fa6ad3
Function Fingerprinting,10.1007/978-3-030-34238-8_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080889540&doi=10.1007%2F978-3-030-34238-8_6&partnerID=40&md5=450c29b54b14e96ad2c8c6d0fe42f2dc
Library Function Identification,10.1007/978-3-030-34238-8_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080874394&doi=10.1007%2F978-3-030-34238-8_4&partnerID=40&md5=c99abaa1d77429d2b1206de276e0b61a
Introduction,10.1007/978-3-030-34238-8_1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080870768&doi=10.1007%2F978-3-030-34238-8_1&partnerID=40&md5=3919f9ee984dfb539e445666c1032065
Conclusion,10.1007/978-3-030-34238-8_10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080862945&doi=10.1007%2F978-3-030-34238-8_10&partnerID=40&md5=4e8fda214238175b6be446ea793265f7
