"﻿""Authors""",Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"D.A., Andrade-Segarra, Diego A.; G.A., León-Paredes, Gabriel A.","Andrade-Segarra, Diego A. (57224447207); León-Paredes, Gabriel A. (57200258706)",57224447207; 57200258706,Deep Learning-based Natural Language Processing Methods Comparison for Presumptive Detection of Cyberbullying in Social Networks,2021,International Journal of Advanced Computer Science and Applications,12,5,,796,803,0,18,10.14569/IJACSA.2021.0120592,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107580243&doi=10.14569%2FIJACSA.2021.0120592&partnerID=40&md5=ff829d590cf7fd79012f7cc6bb5f38dc,"Due to TIC development in the last years, users have managed to satisfy many social experiences through several digital media like blogs, web and especially social networks. However, not all social media users have had good experiences with these media. Since there are malicious users that are able to cause negative psychological effects over people, this is called cyberbullying. For this reason, social networks such as Twitter are looking to implement models based on deep learning or machine learning capable of recognizing harassing comments on their platforms. However, most of these models are focused on the use of English language and there are very few models adapted for Spanish language. This is why, in this paper we propose the evaluation of an RNN+LSTM neural network, as well as a BERT model through sentiment analysis, to perform the detection of cyberbullying based on Spanish language for Ecuadorian accounts of the social network Twitter. The results obtained show a balance between execution time and accuracy obtained for the RNN + LSTM model. In addition, evaluations of comments that are not explicitly offensive show a better performance for the BERT model, which outperforms its counterpart by 20%. © 2021 Elsevier B.V., All rights reserved.",Bert; Bidirectional Encoder Representations From Transformers; Cyberbullying; Natural Language Processing; Recurrent Neural Network + Long Short Term Memory; Rnn+lstm; Semantics; Sentiment Analysis; Spanish Language Processing; Digital Storage; Malware; Network Coding; Petroleum Reservoir Evaluation; Semantics; Sentiment Analysis; Social Networking (online); Bert; Bidirectional Encoder Representation From Transformer; Cyber Bullying; Language Processing; Processing Method; Recurrent Neural Network + Long Short Term Memory; Rnn+lstm; Spanish Language; Spanish Language Processing; Long Short-term Memory,Digital storage; Malware; Network coding; Petroleum reservoir evaluation; Semantics; Sentiment analysis; Social networking (online); BERT; Bidirectional encoder representation from transformer; Cyber bullying; Language processing; Processing method; Recurrent neural network + long short term memory; RNN+LSTM; Spanish language; Spanish language processing; Long short-term memory,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85107580243
"S., Yuan, Shiwei; L., Li, Lei; J., Yang, Ji; Y., He, Yuanhang; W., Zhou, Wanting; J., Li, Jin","Yuan, Shiwei (57221874890); Li, Lei (56119446300); Yang, Ji (57221854514); He, Yuanhang (57217729136); Zhou, Wanting (35241634000); Li, Jin (59786871000)",57221874890; 56119446300; 57221854514; 57217729136; 35241634000; 59786871000,Real-time detection of hardware trojan attacks on general-purpose registers in a RISC-V processor,2021,IEICE Electronics Express,18,10,,1,3,0,4,10.1587/ELEX.18.20210098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107487571&doi=10.1587%2FELEX.18.20210098&partnerID=40&md5=e7f592e55d614bd349ace21df31e82ec,"Hardware trojans(HT) is one of the main threats for hardware security, especially attacks on General-Purpose Registers(GPRs) of processors. This paper presented a novel method to detect HT induced attacks by comparing the states of GPRs with an embedded reference model in real time. Firstly, the instruction sequence was realigned with four principles. Secondly, based on the realigned instruction stream, a reference model for GPRs was built. Finally, HT induced attacks on GPRs can be detected by comparing the expected GPRs' state from the reference model with the sampled GPRs' state from processors. We integrated this method into a RISC-V core of PULpino and investigated the feasibility with different programs. The experimental results showed that all the randomly inserted HT attacks can be detected in real time with the latency of two clock cycles. © 2021 Elsevier B.V., All rights reserved.",Gprs; Hardware Security; Hardware Trojan; Instruction Sets; Risc-v; Malware; Signal Detection; Clock Cycles; General Purpose Registers; Instruction Streams; Real Time; Real-time Detection; Reference Modeling; Hardware Security; Cores; Cycles; Detection; Education; Feasibility; Latency; Paper,Malware; Signal detection; Clock cycles; General purpose registers; Instruction streams; Real time; Real-time detection; Reference modeling; Hardware security; Cores; Cycles; Detection; Education; Feasibility; Latency; Paper,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85107487571
,,,"World Conference on Information Systems and Technologies, WorldCIST 2021",2021,Advances in Intelligent Systems and Computing,1368 AISC,,,,,596,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107386308&partnerID=40&md5=dfa1deef13afd66e593029c71fb1ebf3,"The proceedings contain 56 papers. The special focus in this conference is on Information Systems and Technologies. The topics include: Using Kinect to Detect Gait Movement in Alzheimer Patients; implementation of Big Data Analytics Tool in a Higher Education Institution; big Data in Policing: Profiling, Patterns, and Out of the Box Thinking; research Trends in Customer Churn Prediction: A Data Mining Approach; roll Padding and WaveNet for Multivariate Time Series in Human Activity Recognition; automatic Classifier of Scientific Contents; crowdsourced Data Stream Mining for Tourism Recommendation; w-core Transformer Model for Chinese Word Segmentation; Implementation and Evaluation of WBBR in ns-3 for Multipath Networks; trends, Challenges and Opportunities for IoT in Smallholder Agriculture Sector: An Evaluation from the Perspective of Good Practices; optical Wireless Communication Applications and Progress to Ubiquitous Optical Networks; the Analysis of Triples of Triangular Norms for the Subject Area of Passenger Transport Logistics; the Perspective of Cyclists on Current Practices with Digital Tools and Envisioned Services for Urban Cycling; enhancing the Motorcycling Experience with Social Applications: A Study of User Needs; maximizing Sensors Trust Through Support Vector Machine; spreading Factor Analysis for LoRa Networks: A Supervised Learning Approach; web Guard: Google Chrome Extension for Malicious Web Content Detection; filters that Fight Back Revisited: Conceptualization and Future Agenda; malware Security Evasion Techniques: An Original Keylogger Implementation; Legal Ethical Implications in the Exercise of Communication and Information Technologies (ICT) in Telemedicine and e-Law in Medellín - Colombia; a Proposal for Artificial Moral Pedagogical Agents; emotions and Intelligent Tutors; preface. © 2021 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85107386308
,,,"World Conference on Information Systems and Technologies, WorldCIST 2021",2021,Advances in Intelligent Systems and Computing,1366 AISC,,,,,596,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107335518&partnerID=40&md5=217094c369948db3cdb91ce5520e0cb1,"The proceedings contain 56 papers. The special focus in this conference is on Information Systems and Technologies. The topics include: Using Kinect to Detect Gait Movement in Alzheimer Patients; implementation of Big Data Analytics Tool in a Higher Education Institution; big Data in Policing: Profiling, Patterns, and Out of the Box Thinking; research Trends in Customer Churn Prediction: A Data Mining Approach; roll Padding and WaveNet for Multivariate Time Series in Human Activity Recognition; automatic Classifier of Scientific Contents; crowdsourced Data Stream Mining for Tourism Recommendation; w-core Transformer Model for Chinese Word Segmentation; Implementation and Evaluation of WBBR in ns-3 for Multipath Networks; trends, Challenges and Opportunities for IoT in Smallholder Agriculture Sector: An Evaluation from the Perspective of Good Practices; optical Wireless Communication Applications and Progress to Ubiquitous Optical Networks; the Analysis of Triples of Triangular Norms for the Subject Area of Passenger Transport Logistics; the Perspective of Cyclists on Current Practices with Digital Tools and Envisioned Services for Urban Cycling; enhancing the Motorcycling Experience with Social Applications: A Study of User Needs; maximizing Sensors Trust Through Support Vector Machine; spreading Factor Analysis for LoRa Networks: A Supervised Learning Approach; web Guard: Google Chrome Extension for Malicious Web Content Detection; filters that Fight Back Revisited: Conceptualization and Future Agenda; malware Security Evasion Techniques: An Original Keylogger Implementation; Legal Ethical Implications in the Exercise of Communication and Information Technologies (ICT) in Telemedicine and e-Law in Medellín - Colombia; a Proposal for Artificial Moral Pedagogical Agents; emotions and Intelligent Tutors; preface. © 2021 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85107335518
,,,"World Conference on Information Systems and Technologies, WorldCIST 2021",2021,Advances in Intelligent Systems and Computing,1367 AISC,,,,,596,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107331491&partnerID=40&md5=35ad205d08a340b5d828c3778f6bdf3f,"The proceedings contain 56 papers. The special focus in this conference is on Information Systems and Technologies. The topics include: Using Kinect to Detect Gait Movement in Alzheimer Patients; implementation of Big Data Analytics Tool in a Higher Education Institution; big Data in Policing: Profiling, Patterns, and Out of the Box Thinking; research Trends in Customer Churn Prediction: A Data Mining Approach; roll Padding and WaveNet for Multivariate Time Series in Human Activity Recognition; automatic Classifier of Scientific Contents; crowdsourced Data Stream Mining for Tourism Recommendation; w-core Transformer Model for Chinese Word Segmentation; Implementation and Evaluation of WBBR in ns-3 for Multipath Networks; trends, Challenges and Opportunities for IoT in Smallholder Agriculture Sector: An Evaluation from the Perspective of Good Practices; optical Wireless Communication Applications and Progress to Ubiquitous Optical Networks; the Analysis of Triples of Triangular Norms for the Subject Area of Passenger Transport Logistics; the Perspective of Cyclists on Current Practices with Digital Tools and Envisioned Services for Urban Cycling; enhancing the Motorcycling Experience with Social Applications: A Study of User Needs; maximizing Sensors Trust Through Support Vector Machine; spreading Factor Analysis for LoRa Networks: A Supervised Learning Approach; web Guard: Google Chrome Extension for Malicious Web Content Detection; filters that Fight Back Revisited: Conceptualization and Future Agenda; malware Security Evasion Techniques: An Original Keylogger Implementation; Legal Ethical Implications in the Exercise of Communication and Information Technologies (ICT) in Telemedicine and e-Law in Medellín - Colombia; a Proposal for Artificial Moral Pedagogical Agents; emotions and Intelligent Tutors; preface. © 2021 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85107331491
"C.C., Uchenna, Chimeleze Collins; N., Jamil, Norziana; R., Ismail, Roslan; L.K., Yan, Lam Kwok; M.A., Mohamed, Mohamad Afendee","Uchenna, Chimeleze Collins (57224217428); Jamil, Norziana (36682671900); Ismail, Roslan (15839357700); Yan, Lam Kwok (57222726159); Mohamed, Mohamad Afendee (57194596063)",57224217428; 36682671900; 15839357700; 57222726159; 57194596063,Malware threat analysis techniques and approaches for iot applications: A review,2021,Bulletin of Electrical Engineering and Informatics,10,3,,1558,1571,0,13,10.11591/eei.v10i3.2423,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107314882&doi=10.11591%2Feei.v10i3.2423&partnerID=40&md5=ccafa7c6d4f60b9c5fe3677a1cd60604,"Internet of things (IoT) is a concept that has been widely used to improve business efficiency and customer’s experience. It involves resource constrained devices connecting to each other with a capability of sending data, and some with receiving data at the same time. The IoT environment enhances user experience by giving room to a large number of smart devices to connect and share information. However, with the sophistication of technology has resulted in IoT applications facing with malware threat. Therefore, it becomes highly imperative to give an understanding of existing state-of-the-art techniques developed to address malware threat in IoT applications. In this paper, we studied extensively the adoption of static, dynamic and hybrid malware analyses in proffering solution to the security problems plaguing different IoT applications. The success of the reviewed analysis techniques were observed through case studies from smart homes, smart factories, smart gadgets and IoT application protocols. This study gives a better understanding of the holistic approaches to malware threats in IoT applications and the way forward for strengthening the protection defense in IoT applications. © 2021 Elsevier B.V., All rights reserved.",Data Analytics; Internet Of Things; Malware Threat; Mobile Threat,,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85107314882
"V.M., Vaidyan, Varghese Mathew; A., Tyagi, Akhilesh","Vaidyan, Varghese Mathew (56104257300); Tyagi, Akhilesh (35489569800)",56104257300; 35489569800,Electromagnetic security vulnerabilities and instruction disassembly of controller in adaptive controllers,2021,,1,,,83,87,0,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105965519&partnerID=40&md5=9a0ecba126698ea5b2b25dd66cfbb6d7,"A Controller in Adaptive control theory is a critical part in mission critical applications in military and computer-controlled systems. An ability to identify and follow the binary instruction execution in the controller part enables fault identification and malware detection in safety critical applications. Electromagnetic field emission based identification of controllers execution state from distance will help ascertain security vulnerabilities early on. Machine Learning models for instruction identification, Principal Component Analysis (PCA), Adaptive Boosting (AB) and Naïve Bayes (NB) were developed to meet this goal. Our preliminary results of implementation on a 2-stage pipelined controller processor architecture demonstrate that the EM side-channel classification approach identifies a controller execution state in Adaptive control with 93% success rate. © 2021 Elsevier B.V., All rights reserved.",Computer Architecture; Electromagnetics; Hardware Security; Instruction Disassembly; Iot Devices; Machine Learning; Adaptive Boosting; Adaptive Control Systems; Barium Compounds; Computer Control Systems; Electromagnetic Fields; Military Applications; Safety Engineering; Security Of Data; Sodium Compounds; Computer-controlled Systems; Fault Identifications; Instruction Identification; Machine Learning Models; Mission Critical Applications; Processor Architectures; Safety Critical Applications; Security Vulnerabilities; Controllers,Adaptive boosting; Adaptive control systems; Barium compounds; Computer control systems; Electromagnetic fields; Military applications; Safety engineering; Security of data; Sodium compounds; Computer-controlled systems; Fault identifications; Instruction identification; Machine learning models; Mission critical applications; Processor architectures; Safety critical applications; Security vulnerabilities; Controllers,Conference paper,Final,,Scopus,2-s2.0-85105965519
"V., Kouliaridis, Vasileios; G., Kambourakis, Georgios","Kouliaridis, Vasileios (57191330028); Kambourakis, Georgios (7801430584)",57191330028; 7801430584,A comprehensive survey on machine learning techniques for android malware detection,2021,Information (Switzerland),12,5,185,,,0,89,10.3390/info12050185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105952378&doi=10.3390%2Finfo12050185&partnerID=40&md5=f29000c1b0acc626cc93e3203ec732ee,"Year after year, mobile malware attacks grow in both sophistication and diffusion. As the open source Android platform continues to dominate the market, malware writers consider it as their preferred target. Almost strictly, state-of-the-art mobile malware detection solutions in the literature capitalize on machine learning to detect pieces of malware. Nevertheless, our findings clearly indicate that the majority of existing works utilize different metrics and models and employ diverse datasets and classification features stemming from disparate analysis techniques, i.e., static, dynamic, or hybrid. This complicates the cross-comparison of the various proposed detection schemes and may also raise doubts about the derived results. To address this problem, spanning a period of the last seven years, this work attempts to schematize the so far ML-powered malware detection approaches and techniques by organizing them under four axes, namely, the age of the selected dataset, the analysis type used, the employed ML techniques, and the chosen performance metrics. Moreover, based on these axes, we introduce a converging scheme which can guide future Android malware detection techniques and provide a solid baseline to machine learning practices in this field. © 2021 Elsevier B.V., All rights reserved.",Android Malware; Machine Learning And Classification; Mobile Malware Detection; Android (operating System); Classification (of Information); Machine Learning; Malware; Android Platforms; Classification Features; Detection Scheme; Disparate Analysis; Malware Detection; Malware Writers; Performance Metrics; State Of The Art; Mobile Security,Android (operating system); Classification (of information); Machine learning; Malware; Android platforms; Classification features; Detection scheme; Disparate analysis; Malware detection; Malware writers; Performance metrics; State of the art; Mobile security,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85105952378
,,,"World Conference on Information Systems and Technologies, WorldCIST 2021",2021,Advances in Intelligent Systems and Computing,1365 AIST,,,,,596,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105909830&partnerID=40&md5=619a5226b74a2555e393f22b76374887,"The proceedings contain 56 papers. The special focus in this conference is on Information Systems and Technologies. The topics include: Using Kinect to Detect Gait Movement in Alzheimer Patients; implementation of Big Data Analytics Tool in a Higher Education Institution; big Data in Policing: Profiling, Patterns, and Out of the Box Thinking; research Trends in Customer Churn Prediction: A Data Mining Approach; roll Padding and WaveNet for Multivariate Time Series in Human Activity Recognition; automatic Classifier of Scientific Contents; crowdsourced Data Stream Mining for Tourism Recommendation; w-core Transformer Model for Chinese Word Segmentation; Implementation and Evaluation of WBBR in ns-3 for Multipath Networks; trends, Challenges and Opportunities for IoT in Smallholder Agriculture Sector: An Evaluation from the Perspective of Good Practices; optical Wireless Communication Applications and Progress to Ubiquitous Optical Networks; the Analysis of Triples of Triangular Norms for the Subject Area of Passenger Transport Logistics; the Perspective of Cyclists on Current Practices with Digital Tools and Envisioned Services for Urban Cycling; enhancing the Motorcycling Experience with Social Applications: A Study of User Needs; maximizing Sensors Trust Through Support Vector Machine; spreading Factor Analysis for LoRa Networks: A Supervised Learning Approach; web Guard: Google Chrome Extension for Malicious Web Content Detection; filters that Fight Back Revisited: Conceptualization and Future Agenda; malware Security Evasion Techniques: An Original Keylogger Implementation; Legal Ethical Implications in the Exercise of Communication and Information Technologies (ICT) in Telemedicine and e-Law in Medellín - Colombia; a Proposal for Artificial Moral Pedagogical Agents; emotions and Intelligent Tutors; preface. © 2021 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85105909830
"V., Mathane, Vytarani; P.V., Lakshmi, P. V.","Mathane, Vytarani (57210287800); Lakshmi, P. V. (37077395200)",57210287800; 37077395200,Predictive Analysis of Ransomware Attacks using Context-aware AI in IoT Systems,2021,International Journal of Advanced Computer Science and Applications,12,4,,240,244,0,11,10.14569/IJACSA.2021.0120432,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105781614&doi=10.14569%2FIJACSA.2021.0120432&partnerID=40&md5=abc11504afa74553f68e3fd7264537c4,"Ransomware attacks are emerging as a major source of malware intrusion in recent times. While so far ransomware has affected general-purpose adequately resourceful computing systems, there is a visible shift towards low-cost Internet of Things systems which tend to manage critical endpoints in industrial systems. Many ransomware prediction techniques are proposed but there is a need for more suitable ransomware prediction techniques for constrained heterogeneous IoT systems. Using attack context information profiles reduces the use of resources required by resource-constrained IoT systems. This paper presents a context-aware ransomware prediction technique that uses context ontology for extracting information features (connection requests, software updates, etc.) and Artificial Intelligence, Machine Learning algorithms for predicting ransomware. The proposed techniques focus and rely on early prediction and detection of ransomware penetration attempts to resource-constrained IoT systems. There is an increase of 60 % of reduction in time taken when using context-aware dataset over the non-context aware data. © 2021 Elsevier B.V., All rights reserved.",Context-aware; Iot; Machine Learning; Ontology; Ransomware; Costs; Forecasting; Information Use; Internet Of Things; Learning Algorithms; Machine Learning; Malware; Computing System; Context Information; Context Ontology; Context-aware; Critical End-point; Industrial Systems; Low-costs; Ontology's; Prediction Techniques; Use Context; Ontology,Costs; Forecasting; Information use; Internet of things; Learning algorithms; Machine learning; Malware; Computing system; Context information; Context ontology; Context-Aware; Critical end-point; Industrial systems; Low-costs; Ontology's; Prediction techniques; Use context; Ontology,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85105781614
"S., Choudhary, Sunita; A., Sharma, Anand","Choudhary, Sunita (57218775538); Sharma, Anand (57788237500)",57218775538; 57788237500,Malware detection in internet of things using machine learning enabled data science approach,2021,CEUR Workshop Proceedings,2823,,,83,84,0,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105402496&partnerID=40&md5=f95a77adb0994f29495c0b449c86fcb2,"Internet of Things (IoT) is measured as disseminated and unified arrangement of installed structures conferring by wired or mobile communication propels. With the extended use of IoT structure in every area, threats and attacks in these establishments are in like manner growing proportionately. In this way, wide considerations have been put to address the protection and security issues in IoT networks in a general sense through fundamental cryptographic techniques. Regardless, the created tools have various kinds of programming to be introduced and impression of the framework topology are not performed, so there is an issue that outwardly momentary irregularities can't be perceived. Malware detection in the IoT networks is a rising issue in the space of IoT. In this paper, machine learning enabled data science approach for malware detection in IoT has been proposed. © 2021 Elsevier B.V., All rights reserved.",Data Science; Internet Of Things (iot); Machine Learning; Malware Detection; Data Science; Intelligent Computing; Machine Learning; Malware; Cryptographic Techniques; Internet Of Things (iot); Iot Networks; Malware Detection; Mobile Communications; Protection And Security; Threats And Attacks; Internet Of Things,Data Science; Intelligent computing; Machine learning; Malware; Cryptographic techniques; Internet of Things (IOT); IOT networks; Malware detection; Mobile communications; Protection and security; Threats and attacks; Internet of things,Conference paper,Final,,Scopus,2-s2.0-85105402496
"Y., Du, Yao; M., Cui, Mengtian; X., Cheng, Xiaochun","Du, Yao (57194778562); Cui, Mengtian (8241509500); Cheng, Xiaochun (8703158600)",57194778562; 8241509500; 8703158600,A Mobile Malware Detection Method Based on Malicious Subgraphs Mining,2021,Security and Communication Networks,2021,,5593178,,,0,5,10.1155/2021/5593178,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105389133&doi=10.1155%2F2021%2F5593178&partnerID=40&md5=46ad9b79172ae7b446ced6717bec2328,"As mobile phone is widely used in social network communication, it attracts numerous malicious attacks, which seriously threaten users' personal privacy and data security. To improve the resilience to attack technologies, structural information analysis has been widely applied in mobile malware detection. However, the rapid improvement of mobile applications has brought an impressive growth of their internal structure in scale and attack technologies. It makes the timely analysis of structural information and malicious feature generation a heavy burden. In this paper, we propose a new Android malware identification approach based on malicious subgraph mining to improve the detection performance of large-scale graph structure analysis. Firstly, function call graphs (FCGs), sensitive permissions, and application programming interfaces (APIs) are generated from the decompiled files of malware. Secondly, two kinds of malicious subgraphs are generated from malware's decompiled files and put into the feature set. At last, test applications' safety can be automatically identified and classified into malware families by matching their FCGs with malicious structural features. To evaluate our approach, a dataset of 11,520 malware and benign applications is established. Experimental results indicate that our approach has better performance than three previous works and Androguard. © 2021 Elsevier B.V., All rights reserved.",Application Programming Interfaces (api); Graph Structures; Network Security; Structural Analysis; Detection Performance; Function-call Graphs; Graph Structure Analysis; Identification Approach; Improvement Of Mobile Applications; Network Communications; Structural Feature; Structural Information; Malware,Application programming interfaces (API); Graph structures; Network security; Structural analysis; Detection performance; Function-call graphs; Graph structure analysis; Identification approach; Improvement of mobile applications; Network communications; Structural feature; Structural information; Malware,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85105389133
"A., Agarwal, Arushi; P., Sharma, Purushottam; M.A.R., Alshehri, Mohammed Abdul Rahman; A.A.B., Mohamed, Ahmed Abo Bakr; O.A., AlFarraj, Osama Abdulaziz","Agarwal, Arushi (57198123866); Sharma, Purushottam (57022746000); Alshehri, Mohammed Abdul Rahman (57203785047); Mohamed, Ahmed Abo Bakr (57209807952); AlFarraj, Osama Abdulaziz (36772742100)",57198123866; 57022746000; 57203785047; 57209807952; 36772742100,Classification model for accuracy and intrusion detection using machine learning approach,2021,PeerJ Computer Science,7,,,1,22,0,86,10.7717/PEERJ-CS.437,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105181732&doi=10.7717%2FPEERJ-CS.437&partnerID=40&md5=3b8dbd8a4a122915319b8d8b9f14cc36,"In today’s cyber world, the demand for the internet is increasing day by day, increasing the concern of network security. The aim of an Intrusion Detection System (IDS) is to provide approaches against many fast-growing network attacks (e.g., DDoS attack, Ransomware attack, Botnet attack, etc.), as it blocks the harmful activities occurring in the network system. In this work, three different classification machine learning algorithms—Naïve Bayes (NB), Support Vector Machine (SVM), and K-nearest neighbor (KNN)—were used to detect the accuracy and reducing the processing time of an algorithm on the UNSW-NB15 dataset and to find the best-suited algorithm which can efficiently learn the pattern of the suspicious network activities. The data gathered from the feature set comparison was then applied as input to IDS as data feeds to train the system for future intrusion behavior prediction and analysis using the best-fit algorithm chosen from the above three algorithms based on the performance metrics found. Also, the classification reports (Precision, Recall, and F1-score) and confusion matrix were generated and compared to finalize the support-validation status found throughout the testing phase of the model used in this approach. © 2021 Elsevier B.V., All rights reserved.",Intrusion Detection System; K-nearest Neighbors (knn); Naive Bayes (nb); Support Vector Machine(svm); Unswnb15 Dataset; Classification (of Information); Denial-of-service Attack; Electronic Data Interchange; Intrusion Detection; Learning Systems; Malware; Nearest Neighbor Search; Network Security; Support Vector Machines; Behavior Prediction; Classification Models; Intrusion Detection Systems; K Nearest Neighbor (knn); Machine Learning Approaches; Network Activities; Performance Metrics; Support Validations; Learning Algorithms,Classification (of information); Denial-of-service attack; Electronic data interchange; Intrusion detection; Learning systems; Malware; Nearest neighbor search; Network security; Support vector machines; Behavior prediction; Classification models; Intrusion Detection Systems; K nearest neighbor (KNN); Machine learning approaches; Network activities; Performance metrics; Support validations; Learning algorithms,Article,Final,All Open Access; Gold Open Access; Green Final Open Access; Green Open Access,Scopus,2-s2.0-85105181732
"K., Bobrovnikova, Kira; S., Lysenko, Sergii; P.T., Popov, Peter T.; D., Denysiuk, Dmytro; A.V., Goroshko, Andrii V.","Bobrovnikova, Kira (56946906000); Lysenko, Sergii (54420643500); Popov, Peter T. (7102331155); Denysiuk, Dmytro (57218242610); Goroshko, Andrii V. (55225572600)",56946906000; 54420643500; 7102331155; 57218242610; 55225572600,Technique for IoT cyberattacks detection based on the energy consumption analysis,2021,CEUR Workshop Proceedings,2853,,,514,526,0,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104873064&partnerID=40&md5=15eb6c4e30b77a602d0532c5a96b7b52,"Today Smart Home is a system for managing the basic life support processes of both small systems (commercial, office premises, apartments, cottages) and large automated complexes (commercial and industrial complexes). One of the important tasks to be solved by the concept of a modern Smart Home is the problem of preventing the malware spread and the usage of IoT infrastructure. One of the possible approaches for abnormal behavior of the IoT devices and IoT cyberattack detection is the monitoring of the energy consumption. Thus, an effective control and monitoring of heating, ventilation, air conditioning, more efficient use of traditional appliances and the introduction of energy-efficient equipment in the building are important to ensure and decision making in the terms of cybersecurity. In addition, improving the efficiency of energy management and monitoring is the approach to increasing effectiveness of the IoT cyberattack detection in the IoT infrastructure. The paper presents a technique for IoT attacks detection based on the IoT devices energy consumption analysis, which take into account the energy consumption related user's preference modes. With aim to improve the accuracy of IoT cyberattacks detection and localize the IoT malware on these IoT devices the IoT software opcodes sequences analysis is applied. The proposed approach allows detecting the performing of the IoT devices such attacks, for example, as DoS/DDoS with high efficiency, at a level of about 99.88% and localizing malicious IoT software on these devices with accuracy of about 99.66%. © 2021 Elsevier B.V., All rights reserved.",Cyberattack; Ddos; Energy Consumption; Internet Of Things; Malware Detection; Opcodes Analysis; Sequential Pattern Mining; Air Conditioning; Ambient Intelligence; Automation; Decision Making; Energy Efficiency; Energy Utilization; Malware; Basic Life Supports; Control And Monitoring; Cyberattack Detection; Energy Consumption Analysis; Energy Efficient Equipment; Industrial Complex; Sequences Analysis; User's Preferences; Internet Of Things,Air conditioning; Ambient intelligence; Automation; Decision making; Energy efficiency; Energy utilization; Malware; Basic life supports; Control and monitoring; Cyberattack detection; Energy consumption analysis; Energy efficient equipment; Industrial complex; Sequences analysis; User's preferences; Internet of things,Conference paper,Final,,Scopus,2-s2.0-85104873064
,,,"iCatse International Conference on Information Science and Applications, ICISA 2020",2021,Lecture Notes in Electrical Engineering,739 LNEE,,,,,398,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104814412&partnerID=40&md5=c02b17340c8b4cb2213235ce15e980a0,"The proceedings contain 36 papers. The special focus in this conference is on Information Science and Applications. The topics include: A Word + Character Embedding Based Relation Extraction Frame for Domain Ontology of Natural Resources and Environment; A Prototype Implementation of NNEF Execution Framework with CUDA Acceleration; condition Monitoring for Induction Motor Overload Using Sound; analysing the Adversarial Landscape of Binary Stochastic Networks; dynamic Pricing for Parking System Using Reinforcement Learning; Malware Detection by Merging 1D CNN and Bi-directional LSTM Utilizing Sequential Data; a Definition of Covering Based Decision Table and Its Sample Applications; Image-Based Prediction of Respiratory Diseases Including COVID-19 Using Convolutional Neural Networks; Determination of Muscle Power Using RMS of Electromyography for Stroke Survivors; exploring the Effects of Network Topology Layers on Quality of Service Mechanisms in the Context of Software-Defined Networking; automated Microservice Code-Smell Detection; on Automatic Software Architecture Reconstruction of Microservice Applications; pyclone: A Python Code Clone Test Bank Generator; a Comprehensive Enterprise System Metamodel for Quality Assurance; knowledge Incorporation in Requirements Traceability Recovery; on Log Analysis and Stack Trace Use to Improve Program Slicing; data-Driven Similarity Measures for Matrimonial Application; Proposal of Situation Estimation System Using AI Speaker; RPL-Based Adaptive Multi-metric Routing Mechanism; NFC Label Tagging Smartphone Application for the Blind and Visually Impaired in IoT; image Background Subtraction and Partial Stylization Based on Style Representation of Convolutional Neural Networks; COVID-19’s Telemedicine Platform; optimizing IoT Networks Through Combined Estimations of Resource Allocation and Computation Offloading; a Decision Support Framework to Enhance Performance in Resource Constrained Devices. © 2021 Elsevier B.V., All rights reserved.",,,Conference review,Final,,Scopus,2-s2.0-85104814412
